Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.apache.commons.io.input.compatibility.XmlStreamReaderException,16.0,3.0,4.0,2.0,2.0,2.0,0.75,0.5,0.0,2.0,2.0,
org.apache.commons.io.input.compatibility.XmlStreamReaderUtilitiesCompatibilityTest,24.0,2.0,10.0,4.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,
org.apache.commons.io.input.compatibility.XmlStreamReaderUtilitiesCompatibilityTest.MockXmlStreamReader,5.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,
org.apache.commons.io.input.CountingInputStreamTest,123.0,11.0,30.0,10.0,1.0,19.0,0.0,0.0,0.0,13.0,0.0,
org.apache.commons.io.input.NullInputStreamTest,159.0,9.0,26.0,6.0,1.0,17.0,0.0,0.0,0.0,24.0,0.0,
org.apache.commons.io.input.NullInputStreamTest.TestNullInputStream,19.0,4.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,
org.apache.commons.io.input.NullReaderTest,156.0,9.0,26.0,6.0,1.0,17.0,0.0,0.0,0.0,24.0,0.0,
org.apache.commons.io.input.NullReaderTest.TestNullReader,19.0,4.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,
org.apache.commons.io.input.ProxyReaderTest,44.0,3.0,9.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,
org.apache.commons.io.input.ProxyReaderTest.ProxyReaderImpl,5.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,
org.apache.commons.io.input.ProxyReaderTest.CustomNullReader,13.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,
org.apache.commons.io.input.ReaderInputStreamTest,97.0,10.0,23.0,9.0,0.0,13.0,0.8888888888888888,0.8,0.0,17.0,3.0,
org.apache.commons.io.input.ReversedLinesFileReaderTestParamBlockSize,128.0,19.0,32.0,6.0,0.0,14.0,0.761904761904762,0.7218045112781954,0.0,23.0,7.0,
org.apache.commons.io.input.ReversedLinesFileReaderTestParamFile,57.0,4.0,23.0,10.0,0.0,19.0,0.6666666666666666,0.5,0.0,8.0,5.0,
org.apache.commons.io.input.ReversedLinesFileReaderTestSimple,29.0,4.0,12.0,4.0,0.0,8.0,0.6666666666666666,0.5,0.0,5.0,1.0,
org.apache.commons.io.input.SwappedDataInputStreamTest,90.0,17.0,38.0,4.0,1.0,21.0,0.46875,0.4411764705882353,0.0,20.0,2.0,
org.apache.commons.io.input.TaggedInputStreamTest,91.0,4.0,20.0,8.0,1.0,16.0,0.0,0.0,0.0,14.0,0.0,
org.apache.commons.io.input.TailerTest,193.0,9.0,45.0,15.0,2.0,36.0,0.5,0.4444444444444444,0.0,14.0,1.0,
org.apache.commons.io.input.TailerTest.TestTailerListener,28.0,7.0,8.0,5.0,1.0,2.0,0.9333333333333332,0.8,0.0,6.0,9.0,
